	BIOCHEMICAL	SUPER PATHWAY	Pathway	Feature	PLATFORM	CHEMICAL ID	RT	MZ	PUBCHEM	CAS	HMDB_ID	KEGG
12261	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	taurodeoxycholate	LC/MS Neg	1668	5257.4	498.2895	2733768	207737-97-1	HMDB00896	C05463
62889	taurodeoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism	taurodeoxycholic acid 3-sulfate	LC/MS Neg	100006644	4850	288.6195				
36850	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	taurolithocholate 3-sulfate	LC/MS Neg	100001658	5027	280.6221	440071	64936-83-0	HMDB02580	C03642
62918	tetradecadienedioate (C14:2-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	tetradecadienedioate (C14:2-DC)*	LC/MS Neg	100021100	3148	253.1445				
62850	tetradecadienoate (14:2)*	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	tetradecadienoate (14:2)*	LC/MS Neg	100020343	5292	223.1704	5312409	39039-37-7	HMDB00560	
35669	tetradecanedioate (C14)	Lipid	"Fatty Acid, Dicarboxylate"	tetradecanedioate (C14)	LC/MS Neg	100001613	3985	257.1758	13185	821-38-5	HMDB00872	
18392	theobromine	Xenobiotics	Xanthine Metabolism	theobromine	LC/MS Pos Early	100000445	1600	181.072	5429	83-67-0	HMDB02825	C07480
18394	theophylline	Xenobiotics	Xanthine Metabolism	theophylline	LC/MS Neg	100000437	2356.9	179.0575	2153	58-55-9	HMDB01889	C07130
53231	thioproline	Xenobiotics	Chemical	thioproline	LC/MS Pos Early	100009232	1250	134.027	93176	34592-47-4		
27738	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	threonate	LC/MS Polar	100001022	2384	135.0299	151152	70753-61-6	HMDB00943	C01620
1284	threonine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	threonine	LC/MS Pos Early	564	1514	120.0655	6288	72-19-5	HMDB00167	C00188
36095	thymol sulfate	Xenobiotics	Food Component/Plant	thymol sulfate	LC/MS Neg	100001757	4410	229.054		89-83-8	HMDB01878	C09908
2761	thyroxine	Amino Acid	Tyrosine Metabolism	thyroxine	LC/MS Neg	1094	4808	775.6794	5819	51-48-9	HMDB01918	C01829
35428	tiglyl carnitine (C5)	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	tiglyl carnitine (C5)	LC/MS Pos Early	100001597	2962	244.1543	22833596	64191-86-2	HMDB02366	
53026	"trans-3,4-methyleneheptanoate"	Xenobiotics	Food Component/Plant	"trans-3,4-methyleneheptanoate"	LC/MS Neg	100006651	3807	141.0921				
32306	hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	hydroxyproline	LC/MS Pos Early	1001	1064	132.0655	5810	51-35-4	HMDB00725	C01157
607	trans-urocanate	Amino Acid	Histidine Metabolism	trans-urocanate	LC/MS Polar	537	1882.5	137.0357	736715	104-98-3	HMDB00301	C00785
62919	tridecenedioate (C13:1-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	tridecenedioate (C13:1-DC)*	LC/MS Neg	100002199	3051	241.1445				
32401	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	trigonelline (N'-methylnicotinate)	LC/MS Pos Early	100001092	1388	138.055	5570	535-83-1	HMDB00875	C01004
40406	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	trimethylamine N-oxide	LC/MS Pos Early	100003397	2100	76.0757	1145	1184-78-7	HMDB00925	C01104
54	tryptophan	Amino Acid	Tryptophan Metabolism	tryptophan	LC/MS Pos Early	565	2986	205.0972	6305	73-22-3	HMDB00929	C00078
37097	tryptophan betaine	Amino Acid	Tryptophan Metabolism	tryptophan betaine	LC/MS Pos Early	100001743	2673	247.1441	442106	20671-76-5	HMDB61115	C09213
1299	tyrosine	Amino Acid	Tyrosine Metabolism	tyrosine	LC/MS Pos Early	815	2430	182.0812	6057	60-18-4	HMDB00158	C00082
63613	undecenoylcarnitine (C11:1)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	undecenoylcarnitine (C11:1)	LC/MS Pos Late	100021131	1069	328.2482				
605	uracil	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	uracil	LC/MS Polar	825	1089.7	111.02	1174	66-22-8	HMDB00300	C00106
1604	urate	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	urate	LC/MS Neg	1134	757.1	167.0211	1175	69-93-2;120K5305	HMDB00289	C00366
1670	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	urea	LC/MS Pos Early	533	700	121.072	1176	57-13-6	HMDB00294	C00086
606	uridine	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	uridine	LC/MS Neg	535	1457.6	243.0623	6029	58-96-8	HMDB00296	C00299
1605	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	ursodeoxycholate	LC/MS Neg	1135	5055	391.2854	31401	128-13-2	HMDB00946	C07880
1649	valine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	valine	LC/MS Pos Early	566	2479	118.0863	6287	72-18-4	HMDB00883	C00183
40475	valylglycine	Peptide	Dipeptide	valylglycine	LC/MS Neg	100003641	1506	173.0932	136487	686-43-1	HMDB29127	
54910	vanillactate	Amino Acid	Tyrosine Metabolism	vanillactate	LC/MS Neg	100006129	1625	211.0612	160637	2475-56-1	HMDB00913	
63853	vanillic acid glycine	Xenobiotics	Food Component/Plant	vanillic acid glycine	LC/MS Neg	100021363	1682	224.0564	3083688		HMDB60026	
1567	vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism	vanillylmandelate (VMA)	LC/MS Neg	1111	941	197.0456	1245	55-10-7	HMDB00291	C05584
3147	xanthine	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	xanthine	LC/MS Polar	1004	2023	151.0262	1188	69-89-6	HMDB00292	C00385
57517	ximenoylcarnitine (C26:1)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	ximenoylcarnitine (C26:1)*	LC/MS Pos Late	100015836	1607	538.483				
15581	xylose	Carbohydrate	Pentose Metabolism	xylose	LC/MS Polar	826	1727	195.051	135191	609-06-3	HMDB00098	C00181
